Country,UNESCO World Heritage List,Category,Paul,Ruth,Ben,Shaz,Description,Justification,Date Inscribed,Unique Number,ID Number
Turkey,Nemrut Da?,Cultural,N,N,N,N,"<p>The mausoleum of Antiochus I (69&ndash;34 B.C.), who reigned over Commagene, a kingdom founded north of Syria and the Euphrates after the breakup of Alexander's empire, is one of the most ambitious constructions of the Hellenistic period. The syncretism of its pantheon, and the lineage of its kings, which can be traced back through two sets of legends, Greek and Persian, is evidence of the dual origin of this kingdom's culture.</p>",,1987,520,448
Turkey,Xanthos-Letoon,Cultural,N,N,N,N,"<p>This site, which was the capital of Lycia, illustrates the blending of Lycian traditions and Hellenic influence, especially in its funerary art. The epigraphic inscriptions are crucial for our understanding of the history of the Lycian people and their Indo-European language.</p>",,1988,563,484
Turkey,Hierapolis-Pamukkale,Mixed,N,N,N,N,"<p>Deriving from springs in a cliff almost 200 m high overlooking the plain, calcite-laden waters have created at Pamukkale (Cotton Palace) an unreal landscape, made up of mineral forests, petrified waterfalls and a series of terraced basins. At the end of the 2nd century B.C. the dynasty of the Attalids, the kings of Pergamon, established the thermal spa of Hierapolis. The ruins of the baths, temples and other Greek monuments can be seen at the site.</p>",,1988,564,485
Turkey,City of Safranbolu,Cultural,N,N,N,N,"<p>From the 13th century to the advent of the railway in the early 20th century, Safranbolu was an important caravan station on the main EastñWest trade route. The Old Mosque, Old Bath and S¸leyman Pasha Medrese were built in 1322. During its apogee in the 17th century, Safranbolu's architecture influenced urban development throughout much of the Ottoman Empire.</p>",,1994,729,614
Turkey,Archaeological Site of Troy,Cultural,N,N,N,N,"<p>Troy, with its 4,000 years of history, is one of the most famous archaeological sites in the world. The first excavations at the site were undertaken by the famous archaeologist Heinrich Schliemann in 1870. In scientific terms, its extensive remains are the most significant demonstration of the first contact between the civilizations of Anatolia and the Mediterranean world. Moreover, the siege of Troy by Spartan and Achaean warriors from Greece in the 13th or 12th century B.C., immortalized by Homer in the Iliad, has inspired great creative artists throughout the world ever since.</p>","<p>The archaeological site of Troy is of immense significance in the understanding of the development of European civilization at a critical stage in its early development. It is, moreover, of exceptional cultural importance because of the profound influence of Homer&rsquo;s Iliad on the creative arts over more than two millennia.</p>",1998,1000,849
Turkey,Ephesus,Cultural,Y,Y,Y,N,"<p>Located within what was once the estuary of the River Kaystros, Ephesus comprises successive Hellenistic and Roman settlements founded on new locations, which followed the coastline as it retreated westward. Excavations have revealed grand monuments of the Roman Imperial period including the Library of Celsus and the Great Theatre. Little remains of the famous Temple of Artemis, one of the ìSeven Wonders of the World,î which drew pilgrims from all around the Mediterranean. Since the 5<sup>th</sup> century, the House of the Virgin Mary, a domed cruciform chapel seven kilometres from Ephesus, became a major place of Christian pilgrimage. The Ancient City of Ephesus is an outstanding example of a Roman port city, with sea channel and harbour basin.</p>",,2015,2014,1018
Turkey,Selimiye Mosque and its Social Complex,Cultural,N,N,N,N,"<p>The square Mosque with its single great dome and four slender minarets, dominates the skyline of the former Ottoman capital of Edirne. Sinan, the most famous of Ottoman architects in the 16th century, considered the complex, which includes madrasas (Islamic schools), a covered market, clock house, outer courtyard and library, to be his best work. The interior decoration using Iznik tiles from the peak period of their production testifies to an art form that remains unsurpassed in this material. The complex is considered to be the most harmonious expression ever achieved of the Ottoman k&uuml;lliye, a group of buildings constructed around a mosque and managed as a single institution.</p>",,2011,1784,1366
Turkey,Neolithic Site of «atalhˆy¸k,Cultural,N,N,N,N,"<p>Two hills form the 37&nbsp;ha site on the Southern Anatolian Plateau. The taller eastern mound contains eighteen levels of Neolithic occupation between 7400&nbsp;bc and 6200&nbsp;bc, including wall paintings, reliefs, sculptures and other symbolic and artistic features. Together they testify to the evolution of social organization and cultural practices as humans adapted to a sedentary life. The western mound shows the evolution of cultural practices in the Chalcolithic period, from 6200&nbsp;bc to 5200&nbsp;bc. &Ccedil;atalh&ouml;y&uuml;k provides important evidence of the transition from settled villages to urban agglomeration, which was maintained in the same location for over 2,000 years. It features a unique streetless settlement of houses clustered back to back with roof access into the buildings.</p>",,2012,1829,1405
Turkey,Bursa and Cumal?k?z?k: the Birth of the Ottoman Empire,Cultural,N,N,N,N,"<p>This property is a serial nomination of eight component sites in the City of Bursa and the nearby village of Cumal?k?z?k, in the southern Marmara region. The site illustrates the creation of an urban and rural system establishing the Ottoman Empire in the early 14th century. The property embodies the key functions of the social and economic organization of the new capital which evolved around a civic centre. These include commercial districts of khans, <em>kulliyes</em> (religious institutions) integrating mosques, religious schools, public baths and a kitchen for the poor, as well as the tomb of Orhan Ghazi, founder of the Ottoman dynasty. One component outside the historic centre of Bursa is the village of Cumal?k?z?k, the only rural village of this system to show the provision of hinterland support for the capital.</p>",,2014,1995,1452
Turkey,Pergamon and its Multi-Layered Cultural Landscape,Cultural,N,N,N,N,"<p>This site rises high above the BakirÁay Plain in Turkeyís Aegean region. The acropolis of Pergamon was the capital of the Hellenistic Attalid dynasty, a major centre of learning in the ancient world. Monumental temples, theatres, stoa or porticoes, gymnasium, altar and library were set into the sloping terrain surrounded by an extensive city wall. The rock-cut Kybele Sanctuary lies to the north-west on another hill visually linked to the acropolis. Later the city became capital of the Roman province of Asia known for its Asclepieion healing centre. The acropolis crowns a landscape containing burial mounds and remains of the Roman, Byzantine and Ottoman empires in and around the modern town of Bergama on the lower slopes.</p>",,2014,2001,1457
Turkey,Diyarbak?r Fortress and Hevsel Gardens Cultural Landscape,Cultural,N,N,N,N,"<p>Located on an escarpment of the Upper Tigris River Basin that is part of the so-called Fertile Crescent, the fortified city of Diyarbak?r and the landscape around has been an important centre since the Hellenistic period, through the Roman, Sassanid, Byzantine, Islamic and Ottoman times to the present. The site encompasses the Inner castle, known as ?Ákale and including the Amida Mound, and the 5.8 km-long city walls of Diyarbak?r with their numerous towers, gates, buttresses, and 63 inscriptions. The site also includes the Hevsel Gardens, a green link between the city and the Tigris that supplied the city with food and water, the Anzele water source and the Ten-Eyed Bridge.</p>",,2015,2049,1488
Turkey,Archaeological Site of Ani,Cultural,N,N,N,N,"<p>This site is located on a secluded plateau of northeast Turkey overlooking a ravine that forms a natural border with Armenia. This medieval city combines residential, religious and military structures, characteristic of a medieval urbanism built up over the centuries by Christian and then Muslim dynasties. The city flourished in the 10th and 11th centuries CE when it became the capital of the medieval Armenian kingdom of the Bagratides and profited from control of one branch of the Silk Road. Later, under Byzantine, Seljuk and Georgian sovereignty, it maintained its status as an important crossroads for merchant caravans. The Mongol invasion and a devastating earthquake in 1319 marked the beginning of the cityís decline. The site presents a comprehensive overview of the evolution of medieval architecture through examples of almost all the different architectural innovations of the region between the 7th and 13th centuries CE.</p>",,2016,2110,1518
Turkey,Aphrodisias,Cultural,N,N,N,N,"<p>Located in southwestern Turkey, in the upper valley of the Morsynus River, the site consists of two components: the archaeological site of Aphrodisias and the marble quarries northeast of the city. The temple of Aphrodite dates from the 3<sup>rd</sup><span>†</span>century BCE and the city was built one century later. The wealth of Aphrodisias came from the marble quarries and the art produced by its sculptors. The city streets are arranged around several large civic structures, which include temples, a theatre, an agora, and two bath complexes.</p>",,2017,2170,1519
Turkmenistan,State Historical and Cultural Park ìAncient Mervî,Cultural,N,N,N,N,"<p>Merv is the oldest and best-preserved of the oasis-cities along the Silk Route in Central Asia. The remains in this vast oasis span 4,000 years of human history. A number of monuments are still visible, particularly from the last two millennia.</p>","<p>Criterion (ii): The cities of the Merv oasis have exerted considerable influence over the cultures of Central Asia and Iran for four millennia. The Seljuk city in particular influenced architecture and architectural decoration and scientific and cultural development.</p>

<p>Criterion (iii): The sequence of the cities of the Merv oasis, their fortifications, and their urban lay-outs bear exceptional testimony to the civilizations of Central Asia over several millennia.</p>",1999,1038,886
Turkmenistan,Kunya-Urgench,Cultural,N,N,N,N,"<p>Kunya-Urgench is situated in north-western Turkmenistan, on the left bank of the Amu Daria River. Urgench was the capital of the Khorezm region, part of the Achaemenid Empire. The old town contains a series of monuments mainly from the 11th to 16th centuries, including a mosque, the gates of a caravanserai, fortresses, mausoleums and a 60-m high minaret. The monuments testify to outstanding achievements in architecture and craftsmanship whose influence reached Iran and Afghanistan, and later the architecture of the Mogul Empire of 16th-century India.</p>","<p><em>Criterion (ii): </em>The tradition of architecture expressed in the design and craftsmanship of Kunya-Urgench has been influential in the wider region to the south and southwest i.e. in Iran and Afghanistan, and later in the architecture of the Mogul Empire (India, 16th century).</p>

<p><em>Criterion (iii): </em>Kunya-Urgench provides an exceptional testimony to a cultural tradition (the Islamic culture of the Khorezm) and is unique in its state of preservation. The society that created this centre has disappeared; however we note that most of visitors are in fact pilgrims from the region.</p>",2005,1376,1199
Turkmenistan,Parthian Fortresses of Nisa,Cultural,N,N,N,N,"<p>The Parthian Fortresses of Nisa consist of two tells of Old and New Nisa, indicating the site of one of the earliest and most important cities of the Parthian Empire, a major power from the mid 3rd century BC to the 3rd century AD. They conserve the unexcavated remains of an ancient civilization which skilfully combined its own traditional cultural elements with those of the Hellenistic and Roman west. Archaeological excavations in two parts of the site have revealed richly decorated architecture, illustrative of domestic, state and religious functions. Situated at the crossroads of important commercial and strategic axes, this powerful empire formed a barrier to Roman expansion while serving as an important communication and trading centre between east and west, north and south.</p>",,2007,1471,1242
Uganda,Bwindi Impenetrable National Park,Natural,Y,Y,N,N,"<p>Located in south-western Uganda, at the junction of the plain and mountain forests, Bwindi Park covers 32,000 ha and is known for its exceptional biodiversity, with more than 160 species of trees and over 100 species of ferns. Many types of birds and butterflies can also be found there, as well as many endangered species, including the mountain gorilla.</p>",,1994,806,682
Uganda,Rwenzori Mountains National Park,Natural,Y,Y,N,N,"<p>The Rwenzori Mountains National Park covers nearly 100,000 ha in western Uganda and comprises the main part of the Rwenzori mountain chain, which includes Africa's third highest peak (Mount Margherita: 5,109 m). The region's glaciers, waterfalls and lakes make it one of Africa's most beautiful alpine areas. The park has many natural habitats of endangered species and a rich and unusual flora comprising, among other species, the giant heather.</p>",,1994,808,684
Uganda,Tombs of Buganda Kings at Kasubi,Cultural,N,N,N,N,"<p>The Tombs of Buganda Kings at Kasubi constitute a site embracing almost 30 ha of hillside within Kampala district. Most of the site is agricultural, farmed by traditional methods. At its core on the hilltop is the former palace of the Kabakas of Buganda, built in 1882 and converted into the royal burial ground in 1884. Four royal tombs now lie within the Muzibu Azaala Mpanga, the main building, which is circular and surmounted by a dome. It is a major example of an architectural achievement in organic materials, principally wood, thatch, reed, wattle and daub. The site's main significance lies, however, in its intangible values of belief, spirituality, continuity and identity.</p>","<p>Criterion i The Kasubi Tombs site is a masterpiece of human creativity both in its conception and its execution. Criterion iii The Kasubi Tombs site bears eloquent witness to the living cultural traditions of the Baganda. Criterion iv The spatial organization of the Kasubi Tombs site represents the best extant example of a Baganda palace/architectural ensemble. Built in the finest traditions of Ganda architecture and palace design, it reflects technical achievements developed over many centuries. Criterion vi The built and natural elements of the Kasubi Tombs site are charged with historical, traditional, and spiritual values. It is a major spiritual centre for the Baganda and is the most active religious place in the kingdom.</p>",2001,1192,1022
Ukraine,"Kiev: Saint-Sophia Cathedral and Related Monastic Buildings, Kiev-Pechersk Lavra",Cultural,N,N,Y,Y,"<p>Designed to rival Hagia Sophia in Constantinople, Kiev's Saint-Sophia Cathedral symbolizes the 'new Constantinople', capital of the Christian principality of Kiev, which was created in the 11th century in a region evangelized after the baptism of St Vladimir in 988. The spiritual and intellectual influence of Kiev-Pechersk Lavra contributed to the spread of Orthodox thought and the Orthodox faith in the Russian world from the 17th to the 19th century.</p>",,1990,617,527
Ukraine,L'viv ñ the Ensemble of the Historic Centre,Cultural,N,N,N,N,"<p>The city of L''viv, founded in the late Middle Ages, was a flourishing administrative, religious and commercial centre for several centuries. The medieval urban topography has been preserved virtually intact (in particular, there is evidence of the different ethnic communities who lived there), along with many fine Baroque and later buildings.</p>","<p><em>Criterion (ii):</em> In its urban fabric and its architecture, Líviv is an outstanding example of the fusion of the architectural and artistic traditions of eastern Europe with those of Italy and Germany.</p>

<p><em>Criterion (v):</em> The political and commercial role of Líviv attracted to it a number of ethnic groups with different cultural and religious traditions, who established separate yet interdependent communities within the city, evidence for which is still discernible in the modern townscape.</p>",1998,1632,865
Ukraine,Residence of Bukovinian and Dalmatian Metropolitans,Cultural,N,N,N,N,"<p>The Residence of Bukovinian and Dalmatian Metropolitans represents a masterful synergy of architectural styles built by Czech architect Josef Hlavka from 1864 to 1882. The property, an outstanding example of 19th-century historicist architecture, also includes a seminary and monastery and is dominated by the domed, cruciform Seminary Church with a garden and park. The complex expresses architectural and cultural influences from the Byzantine period onward and embodies the powerful presence of the Orthodox Church during Habsburg rule, reflecting the Austro-Hungarian Empire policy of religious tolerance.</p>",,2011,1785,1330
Ukraine,Ancient City of Tauric Chersonese and its Chora,Cultural,N,N,N,N,"<p>The site features the remains of a city founded by Dorian Greeks in the 5th century BC on the northern shores of the Black Sea. It encompasses six component sites with urban remains and agricultural lands divided into several hundreds of chora, rectangular plots of equal size. The plots supported vineyards whose production was exported by the city which thrived until the 15th century. The site features several public building complexes and residential neighbourhoods, as well as early Christian monuments alongside remains from Stone and Bronze Age settlements; Roman and medieval tower fortifications and water supply systems; and exceptionally well-preserved examples of vineyard planting and dividing walls. In the 3rd century AD, the site was known as the most productive wine centre of the Black Sea and remained a hub of exchange between the Greek, Roman and Byzantine Empires and populations north of the Black Sea. It is an outstanding example of democratic land organization linked to an ancient polis, reflecting the city&rsquo;s social organization.</p>

<div>&nbsp;</div>",,2013,1895,1411
United Arab Emirates,"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)",Cultural,N,N,N,N,"<p>The Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas) constitute a serial property that testifies to sedentary human occupation of a desert region since the Neolithic period with vestiges of many prehistoric cultures. Remarkable vestiges in the property include circular stone tombs (ca 2500 B.C.), wells and a wide range of adobe constructions: residential buildings, towers, palaces and administrative buildings. Hili moreover features one of the oldest examples of the sophisticated aflaj irrigation system which dates back to the Iron Age. The property provides important testimony to the transition of cultures in the region from hunting and gathering to sedentarization.</p>",,2011,1762,1343
United Kingdom of Great Britain and Northern Ireland,Giant's Causeway and Causeway Coast,Natural,Y,Y,Y,Y,"<p>The Giant's Causeway lies at the foot of the basalt cliffs along the sea coast on the edge of the Antrim plateau in Northern Ireland. It is made up of some 40,000 massive black basalt columns sticking out of the sea. The dramatic sight has inspired legends of giants striding over the sea to Scotland. Geological studies of these formations over the last 300 years have greatly contributed to the development of the earth sciences, and show that this striking landscape was caused by volcanic activity during the Tertiary, some 50ñ60 million years ago.</p>",,1986,2178,369
United Kingdom of Great Britain and Northern Ireland,Durham Castle and Cathedral,Cultural,N,N,N,N,"<p>Durham Cathedral was built in the late 11th and early 12th centuries to house the relics of St Cuthbert (evangelizer of Northumbria) and the Venerable Bede. It attests to the importance of the early Benedictine monastic community and is the largest and finest example of Norman architecture in England. The innovative audacity of its vaulting foreshadowed Gothic architecture. Behind the cathedral stands the castle, an ancient Norman fortress which was the residence of the prince-bishops of Durham.</p>",,1986,1634,370
United Kingdom of Great Britain and Northern Ireland,Ironbridge Gorge,Cultural,N,N,N,N,"<p>Ironbridge is known throughout the world as the symbol of the Industrial Revolution. It contains all the elements of progress that contributed to the rapid development of this industrial region in the 18th century, from the mines themselves to the railway lines. Nearby, the blast furnace of Coalbrookdale, built in 1708, is a reminder of the discovery of coke. The bridge at Ironbridge, the world's first bridge constructed of iron, had a considerable influence on developments in the fields of technology and architecture.</p>",,1986,425,371
United Kingdom of Great Britain and Northern Ireland,Studley Royal Park including the Ruins of Fountains Abbey,Cultural,N,N,N,N,"<p>A striking landscape was created around the ruins of the Cistercian Fountains Abbey and Fountains Hall Castle, in Yorkshire. The 18th-century landscaping, gardens and canal, the 19th-century plantations and vistas, and the neo-Gothic castle of Studley Royal Park, make this an outstanding site.</p>",,1986,1930,372
United Kingdom of Great Britain and Northern Ireland,"Stonehenge, Avebury and Associated Sites",Cultural,Y,Y,Y,Y,"<p>Stonehenge and Avebury, in Wiltshire, are among the most famous groups of megaliths in the world. The two sanctuaries consist of circles of menhirs arranged in a pattern whose astronomical significance is still being explored. These holy places and the nearby Neolithic sites are an incomparable testimony to prehistoric times.</p>",,1986,1633,373
United Kingdom of Great Britain and Northern Ireland,Castles and Town Walls of King Edward in Gwynedd,Cultural,Y,N,Y,Y,"<p>The castles of Beaumaris and Harlech (largely the work of the greatest military engineer of the time, James of St George) and the fortified complexes of Caernarfon and Conwy are located in the former principality of Gwynedd, in north Wales. These extremely well-preserved monuments are examples of the colonization and defence works carried out throughout the reign of Edward I (1272&ndash;1307) and the military architecture of the time.</p>",,1986,429,374
United Kingdom of Great Britain and Northern Ireland,St Kilda,Mixed,N,N,N,N,"<p>This volcanic archipelago, with its spectacular landscapes, is situated off the coast of the Hebrides and comprises the islands of Hirta, Dun, Soay and Boreray. It has some of the highest cliffs in Europe, which have large colonies of rare and endangered species of birds, especially puffins and gannets. The archipelago, uninhabited since 1930, bears the evidence of more than 2,000 years of human occupation in the extreme conditions prevalent in the Hebrides. Human vestiges include built structures and field systems, the cleits and the traditional Highland stone houses. They feature the vulnerable remains of a subsistence economy based on the products of birds, agriculture and sheep farming.</p>",,1986,2202,387
United Kingdom of Great Britain and Northern Ireland,The English Lake District,Cultural,Y,Y,Y,Y,"<p>Located in northwest England, the English Lake District is a mountainous area, whose valleys have been modelled by glaciers in the Ice Age and subsequently shaped by an agro-pastoral land-use system characterized by fields enclosed by walls. The combined work of nature and human activity has produced a harmonious landscape in which the mountains are mirrored in the lakes. Grand houses, gardens and parks have been purposely created to enhance the beauty of this landscape. This landscape was greatly appreciated from the 18<sup>th</sup><span>†</span>century onwards by the Picturesque and later Romantic movements, which celebrated it in paintings, drawings and words. It also inspired an awareness of the importance of beautiful landscapes and triggered early efforts to preserve them.</p>",,2017,2171,422
United Kingdom of Great Britain and Northern Ireland,Blenheim Palace,Cultural,N,N,N,N,"<p>Blenheim Palace, near Oxford, stands in a romantic park created by the famous landscape gardener 'Capability' Brown. It was presented by the English nation to John Churchill, first Duke of Marlborough, in recognition of his victory in 1704 over French and Bavarian troops. Built between 1705 and 1722 and characterized by an eclectic style and a return to national roots, it is a perfect example of an 18th-century princely dwelling.</p>",,1987,492,425
United Kingdom of Great Britain and Northern Ireland,Palace of Westminster and Westminster Abbey including Saint Margaretís Church,Cultural,Y,Y,Y,Y,"<p>Westminster Palace, rebuilt from the year 1840 on the site of important medieval remains, is a fine example of neo-Gothic architecture. The site &ndash; which also comprises the small medieval Church of Saint Margaret, built in Perpendicular Gothic style, and Westminster Abbey, where all the sovereigns since the 11th century have been crowned &ndash; is of great historic and symbolic significance.</p>",,1987,1635,426
United Kingdom of Great Britain and Northern Ireland,City of Bath,Cultural,Y,Y,Y,Y,"<p>Founded by the Romans as a thermal spa, Bath became an important centre of the wool industry in the Middle Ages. In the 18th century, under George III, it developed into an elegant town with neoclassical Palladian buildings, which blend harmoniously with the Roman baths.</p>",,1987,495,428
United Kingdom of Great Britain and Northern Ireland,New Lanark,Cultural,N,N,N,N,"<p>New Lanark is a small 18th- century village set in a sublime Scottish landscape where the philanthropist and Utopian idealist Robert Owen moulded a model industrial community in the early 19th century. The imposing cotton mill buildings, the spacious and well-designed workers' housing, and the dignified educational institute and school still testify to Owen's humanism.</p>","<p><em>Criterion (ii):</em> When Richard Arkwright&rsquo;s new factory system for textile production was brought to New Lanark the need to provide housing and other facilities to the workers and managers was recognized. It was there that Robert Owen created a model for industrial communities that was to spread across the world in the 19th and 20th centuries.</p>

<p><em>Criterion (iv):</em> New Lanark saw the construction not only of well designed and equipped workers&rsquo; housing but also public buildings designed to improve their spiritual as well as their physical needs.</p>

<p><em>Criterion (vi):</em> The name of New Lanark is synonymous with that of Robert Owen and his social philosophy in matters such as progressive education, factory reform, humane working practices, international cooperation, and garden cities, which was to have a profound influence on social developments throughout the 19th century and beyond.</p>",2001,497,429
United Kingdom of Great Britain and Northern Ireland,Henderson Island,Natural,N,N,N,N,"<p>Henderson Island, which lies in the eastern South Pacific, is one of the few atolls in the world whose ecology has been practically untouched by a human presence. Its isolated location provides the ideal context for studying the dynamics of insular evolution and natural selection. It is particularly notable for the 10 plants and four land birds that are endemic to the island.</p>",,1988,566,487
United Kingdom of Great Britain and Northern Ireland,Tower of London,Cultural,Y,Y,Y,Y,"<p>The massive White Tower is a typical example of Norman military architecture, whose influence was felt throughout the kingdom. It was built on the Thames by William the Conqueror to protect London and assert his power. The Tower of London &ndash; an imposing fortress with many layers of history, which has become one of the symbols of royalty &ndash; was built around the White Tower.</p>",,1988,567,488
United Kingdom of Great Britain and Northern Ireland,"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church",Cultural,Y,Y,Y,Y,"<p>Canterbury, in Kent, has been the seat of the spiritual head of the Church of England for nearly five centuries. Canterbury's other important monuments are the modest Church of St Martin, the oldest church in England; the ruins of the Abbey of St Augustine, a reminder of the saint's evangelizing role in the Heptarchy from 597; and Christ Church Cathedral, a breathtaking mixture of Romanesque and Perpendicular Gothic, where Archbishop Thomas Becket was murdered in 1170.</p>",,1988,578,496
United Kingdom of Great Britain and Northern Ireland,Heart of Neolithic Orkney,Cultural,N,N,N,N,"<p>The group of Neolithic monuments on Orkney consists of a large chambered tomb (Maes Howe), two ceremonial stone circles (the Stones of Stenness and the Ring of Brodgar) and a settlement (Skara Brae), together with a number of unexcavated burial, ceremonial and settlement sites. The group constitutes a major prehistoric cultural landscape which gives a graphic depiction of life in this remote archipelago in the far north of Scotland some 5,000 years ago.</p>","<p><em>Criteria (i), (ii), (iii), and (iv):</em> The monuments of Orkney, dating back to 3000-2000 BC, are outstanding testimony to the cultural achievements of the Neolithic peoples of northern Europe.</p>",1999,2125,514
United Kingdom of Great Britain and Northern Ireland,Old and New Towns of Edinburgh,Cultural,Y,Y,Y,Y,"<p>Edinburgh has been the Scottish capital since the 15th century. It has two distinct areas: the Old Town, dominated by a medieval fortress; and the neoclassical New Town, whose development from the 18th century onwards had a far-reaching influence on European urban planning. The harmonious juxtaposition of these two contrasting historic areas, each with many important buildings, is what gives the city its unique character.</p>",,1995,860,728
United Kingdom of Great Britain and Northern Ireland,Gough and Inaccessible Islands,Natural,N,N,N,N,"<p>The site, located in the south Atlantic, is one of the least-disrupted island and marine ecosystems in the cool temperate zone. The spectacular cliffs of Gough and Inaccessible Islands, towering above the ocean, are free of introduced mammals and home to one of the worldís largest colonies of sea birds. Gough Island is home to two endemic species of land birds, the gallinule and the Gough rowettie, as well as to 12 endemic species of plants, while Inaccessible Island boasts two birds, eight plants and at least 10 invertebrates endemic to the island.</p>",,1995,874,740
United Kingdom of Great Britain and Northern Ireland,Maritime Greenwich,Cultural,Y,Y,N,N,"<p>The ensemble of buildings at Greenwich, an outlying district of London, and the park in which they are set, symbolize English artistic and scientific endeavour in the 17th and 18th centuries. The Queen's House (by Inigo Jones) was the first Palladian building in England, while the complex that was until recently the Royal Naval College was designed by Christopher Wren. The park, laid out on the basis of an original design by Andr&eacute; Le N&ocirc;tre, contains the Old Royal Observatory, the work of Wren and the scientist Robert Hooke.</p>","<p>The Committee decided to inscribe this property on the basis of cultural <em>criteria (i), (ii), (iv) and (vi)</em>, considering that the public and private buildings and the Royal Park at Greenwich form an exceptional ensemble that bears witness to human artistic and scientific endeavour of the highest quality, to European architecture at an important stage of its evolution, and to the creation of a landscape that integrates nature and culture in a harmonious whole.</p>",1997,939,795
United Kingdom of Great Britain and Northern Ireland,"Historic Town of St George and Related Fortifications, Bermuda",Cultural,N,N,N,N,"<p>The Town of St George, founded in 1612, is an outstanding example of the earliest English urban settlement in the New World. Its associated fortifications graphically illustrate the development of English military engineering from the 17th to the 20th century, being adapted to take account of the development of artillery over this period.</p>","<p><em>Criterion (iv):</em> The Historic Town of St George with its related fortifications is an outstanding example of a continuously occupied, fortified, colonial town dating from the early 17th century and the oldest English town in the New World.</p>",2000,1147,983
United Kingdom of Great Britain and Northern Ireland,Blaenavon Industrial Landscape,Cultural,N,N,N,N,"<p>The area around Blaenavon is evidence of the pre-eminence of South Wales as the world's major producer of iron and coal in the 19th century. All the necessary elements can still be seen - coal and ore mines, quarries, a primitive railway system, furnaces, workers' homes, and the social infrastructure of their community.</p>","<p><em>Criterion (iii):</em> The Blaenavon landscape constitutes an exceptional illustration in material form of the social and economic structure of 19th century industry.</p>

<p><em>Criterion (iv):</em> The components of the Blaenavon industrial landscape together make up an outstanding and remarkably complete example of a 19th century industrial landscape.</p>",2000,1148,984
United Kingdom of Great Britain and Northern Ireland,Saltaire,Cultural,N,N,N,N,"<p>Saltaire, West Yorkshire, is a complete and well-preserved industrial village of the second half of the 19th century. Its textile mills, public buildings and workers' housing are built in a harmonious style of high architectural standards and the urban plan survives intact, giving a vivid impression of Victorian philanthropic paternalism.</p>","<p><em>Criterion (ii):</em> Saltaire is an outstanding and well preserved example of a mid 19th century industrial town, the layout of which was to exert a major influence on the development of the ìgarden cityî movement.</p>

<p><em>Criterion (iv):</em> The layout and architecture of Saltaire admirably reflect mid 19th century philanthropic paternalism, as well as the important role played by the textile industry in economic and social development.</p>",2001,1201,1028
United Kingdom of Great Britain and Northern Ireland,Dorset and East Devon Coast,Natural,Y,Y,N,N,"<p>The cliff exposures along the Dorset and East Devon coast provide an almost continuous sequence of rock formations spanning the Mesozoic Era, or some 185 million years of the earth's history. The area's important fossil sites and classic coastal geomorphologic features have contributed to the study of earth sciences for over 300 years.</p>","<p><em>Criterion (viii):</em> The coastal exposures within the site provide an almost continuous sequence of Triassic, Jurassic and Cretaceous rock formations spanning the Mesozoic Era and document approximately 185 million years of Earth history. The site includes a range of internationally important fossil localities &ndash; both vertebrate and invertebrate, marine and terrestrial - which have produced well preserved and diverse evidence of life during Mesozoic times.</p>",2001,1202,1029
United Kingdom of Great Britain and Northern Ireland,Derwent Valley Mills,Cultural,Y,N,N,N,"<p>The Derwent Valley in central England contains a series of 18th- and 19th- century cotton mills and an industrial landscape of high historical and technological interest. The modern factory owes its origins to the mills at Cromford, where Richard Arkwright's inventions were first put into industrial-scale production. The workers' housing associated with this and the other mills remains intact and illustrate the socio-economic development of the area.</p>","<p><em>Criterion (ii):</em> The Derwent Valley saw the birth of the factory system, when new types of building were erected to house the new technology for spinning cotton developed by Richard Arkwright in the early 19th century.</p>

<p><em>Criterion (iv):</em> In the Derwent Valley for the first time there was large-scale industrial production in a hitherto rural landscape. The need to provide housing and other facilities for workers and managers resulted in the creation of the first modern industrial towns.</p>",2001,1203,1030
United Kingdom of Great Britain and Northern Ireland,"Royal Botanic Gardens, Kew",Cultural,Y,Y,Y,N,"<p>This historic landscape garden features elements that illustrate significant periods of the art of gardens from the 18th to the 20th centuries. The gardens house botanic collections (conserved plants, living plants and documents) that have been considerably enriched through the centuries. Since their creation in 1759, the gardens have made a significant and uninterrupted contribution to the study of plant diversity and economic botany.</p>","<p><em>Criterion (ii):</em> Since the 18th century, the Botanic Gardens of Kew have been closely associated with scientific and economic exchanges established throughout the world in the field of botany, and this is reflected in the richness of its collections. The landscape features and architectural features of the gardens reflect considerable artistic influences both with regard to the European continent and to more distant regions.</p>

<p><em>Criterion (iii):</em> Kew Gardens have largely contributed to advances in many scientific disciplines, particularly botany and ecology. The landscape gardens and the edifices created by celebrated artists such as Charles Bridgeman, William Kent, Lancelot &lsquo;Capability&rsquo; Brown and William Chambers reflect the beginning of movements which were to have international influence.</p>",2003,1262,1084
